ExternalId,ImageUrl,BrandExternalId,CategoryExternalId,ManufacturerPartNumber,UPC,Name,ProductPageUrl,CategoryPageUrl
21000023233,00021000023233_A1L1,VELVEETA,VELVEETA,21000023233,210000232370,VELVEETA 2.19 OZ CONVENIENCE MEALS-SINGLE SERVE 2%      1 TUB EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000042524,00021000042524_A1L1,VELVEETA,VELVEETA,21000042524,210000425270,VELVEETA 9.56 OZ CONVENIENCE MEALS-SINGLE SERVE       1 SLEEVE EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000042630,00021000042630_A1L1,VELVEETA,VELVEETA,21000042630,210000426370,VELVEETA 14.3 OZ DINNER KIT  JAMBALAYA     1 BOX/CARTON EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000042654,00021000042654_A1L1,VELVEETA,VELVEETA,21000042654,210000426570,VELVEETA 11.5 OZ DINNER KIT 2% CHEESEBURGER     1 BOX/CARTON EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000044344,00021000044344_A1L1,VELVEETA,VELVEETA,21000044344,210000443470,VELVEETA 13.6 OZ DINNER KIT  CHICKEN AND BROCCOLI     1 BOX/CARTON EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000053476,,VELVEETA,VELVEETA,21000053476,210000534770,VELVEETA 11.2 OZ DINNER KIT  BUFFALO CHICKEN     1 BOX/CARTON EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000043163,00021000043163_A1L1,VELVEETA,VELVEETA,21000043163,210000431670,VELVEETA 11.1 OZ DINNER KIT  CHILI     1 BOX/CARTON EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000053483,,VELVEETA,VELVEETA,21000053483,210000534870,VELVEETA 7.9 OZ DINNER KIT  LOADED POTATO     1 BOX/CARTON EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
21000043248,00021000043248_A1L1,VELVEETA,VELVEETA,21000043248,210000432470,VELVEETA 10.5 OZ DINNER KIT  CHICKEN POT PIE     6 BOX/CARTON EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
43000955451,00043000955451_A1L1,KOOL-AID,KOOL-AID,43000955451,430009554570,KOOL-AID 0.17 OZ TWISTS SOFT DRINK-POWDERED UNSWEETENED BERRY CHERRY     1 ENVELOPE EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
43000955475,00043000955475_A1L1,KOOL-AID,KOOL-AID,43000955475,430009554770,KOOL-AID 0.22 OZ TWISTS SOFT DRINK-POWDERED UNSWEETENED BLUE RASPBERRY     1 ENVELOPE EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
43000955871,00043000955871_A1L1,KOOL-AID,KOOL-AID,43000955871,430009558770,KOOL-AID 0.19 OZ TWISTS SOFT DRINK-POWDERED UNSWEETENED STRAWBERRY LEMONADE     1 ENVELOPE EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
43000956878,00043000956878_A1L1,KOOL-AID,KOOL-AID,43000956878,430009568770,KOOL-AID 0.22 OZ TWISTS SOFT DRINK-POWDERED UNSWEETENED MIXED BERRY     1 ENVELOPE EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
71040065311,00071040065311_A1L1,KRAFT NATURAL CHEESE,KRAFT NATURAL CHEESE,71040065311,710400653170,POLLY-O 9 OZ TWIST-UMS NATURAL CHEESE-STRING  MOZZARELLA CHEDDAR     1  EACH,http://www.kraftrecipes.com,http://www.kraftrecipes.com/Products/productmain.aspx
